Unique_ID,Result 1,Result 2
0,0.3157600462436676,0.4183252155780792
1,0.38543835282325745,0.3542185127735138
2,0.45154204964637756,0.4542170464992523
3,0.43675580620765686,0.47915711998939514
4,0.5286872982978821,0.5148012638092041
5,0.37927621603012085,0.5126222968101501
6,0.2324994057416916,0.2615128457546234
7,0.5100365281105042,0.4606001377105713
8,0.5391213893890381,0.4983197748661041
9,0.39618417620658875,0.25662851333618164
10,0.40819624066352844,0.44165828824043274
11,0.25224122405052185,0.2142406702041626
12,0.5580773949623108,0.5452242493629456
13,0.45203739404678345,0.2872979938983917
14,0.47054651379585266,0.3610820174217224
15,0.30373626947402954,0.2892616391181946
16,0.32514527440071106,0.4817899763584137
17,0.4946826100349426,0.5443373918533325
18,0.5026043057441711,0.580961287021637
19,0.5250397324562073,0.5876907110214233
20,0.4725191593170166,0.5167925357818604
21,-0.00778112793341279,0.138478621840477
22,0.4926498234272003,0.4118209183216095
23,0.34159693121910095,0.2410147488117218
24,0.47640833258628845,0.2987815737724304
25,0.13356435298919678,0.5516862869262695
26,0.37842777371406555,0.27469226717948914
27,0.47450631856918335,0.34346967935562134
28,0.3939255177974701,0.37200355529785156
29,0.2932996451854706,0.26931607723236084
30,0.24017100036144257,0.3829868733882904
31,0.05176552012562752,0.09665737301111221
32,0.4706421196460724,0.5377376675605774
33,0.42126479744911194,0.42651116847991943
34,0.15889951586723328,0.2983577847480774
35,0.234463632106781,0.23818302154541016
36,0.2890511453151703,0.2394738644361496
37,0.16714759171009064,0.11054698377847672
38,0.20508317649364471,0.255992591381073
39,0.369332492351532,0.3063284456729889
40,0.3236895799636841,0.20592541992664337
41,0.3595845699310303,0.4300946891307831
42,0.301649272441864,0.33833974599838257
43,0.5576516389846802,0.4577205181121826
44,0.4588611125946045,0.3467644155025482
45,0.3292936086654663,0.36744675040245056
46,0.4761749804019928,0.41668760776519775
47,0.10214883089065552,0.35007762908935547
48,0.2835628390312195,0.2649737596511841
49,0.2194688618183136,0.07410585135221481
50,0.4536140561103821,0.2941594421863556
51,0.3466830849647522,0.40041565895080566
52,0.3653040826320648,0.5494102835655212
53,0.19227448105812073,0.23126137256622314
54,0.39934659004211426,0.4786178469657898
55,0.5174962282180786,0.3652215600013733
56,0.24191075563430786,0.2826133668422699
57,0.22948187589645386,0.2697971761226654
58,0.4175768494606018,0.26379263401031494
59,0.2541033625602722,0.2254924327135086
60,0.3222205638885498,0.399524062871933
61,0.29326069355010986,0.32137131690979004
62,0.3189390301704407,0.4385966360569
63,0.44611355662345886,0.36101868748664856
64,0.2054099142551422,-0.0278943944722414
65,0.28424012660980225,0.16098637878894806
66,0.28222528100013733,0.24627438187599182
67,0.4133264124393463,0.23417311906814575
68,0.256255567073822,0.4092893600463867
69,0.43545272946357727,0.32112812995910645
70,0.49098798632621765,0.40722402930259705
71,0.28061220049858093,0.1893511414527893
72,0.2519664764404297,0.3508462905883789
73,0.41712433099746704,0.38220635056495667
74,0.35187962651252747,0.2553093731403351
75,0.44071415066719055,0.1973198652267456
76,0.26255494356155396,0.44510596990585327
77,0.5383195281028748,0.4292164444923401
